#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-11-29T20:44:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5de1812c99bd 
#INFO -out.max=unlimited 
#INFO queryParameters=14 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&&-ref=VIZ5de1812c99bd&-out.max=unlimited&-out.form=ascii table&-order=I&-oc.form=sexa&-out.src=V/50/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=HR&-out=GLON&-out=GLAT&-out=Vmag&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=V/50/catalog
#-source=V/50/catalog
#-out=HR
#-out=GLON
#-out=GLAT
#-out=Vmag
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys J2000_2000.000: eq_FK5 J2000    
#Table V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#---Details of Columns:
    HR         (I4)    [1/9110]+ Harvard Revised Number = Bright Star Number [ucd=meta.id;meta.main]
    GLON (deg) (F6.2)  ?Galactic longitude (1) [ucd=pos.galactic.lon]
    GLAT (deg) (F6.2)  ?Galactic latitude (1) [ucd=pos.galactic.lat]
    Vmag (mag) (F5.2)  ?Visual magnitude (1) [ucd=phot.mag;em.opt.V]
---- ------ ------ -----
3175 159.17  33.04  5.93
3176 200.81  25.99  5.30
3177 250.76  -0.91  6.14
3178 265.19 -10.06  5.95
3179 262.12  -8.10  6.19
3180 267.42 -11.30  5.53
3181 177.88  31.79  6.27
3182 147.01  32.53  5.32
3183 239.93   6.36  5.38
3184 208.98  23.18  6.27
3185 243.15   4.40  2.81
3186 276.11 -16.14  6.30
3187 260.77  -7.01  5.05
3188 224.72  15.66  4.34
3189 232.20  11.53  6.32
3190 239.95   6.74  6.36
3191 196.89  27.90  5.73
3192 239.04   7.40  4.40
3193 182.23  31.50  6.58
3194 236.53   9.08  5.68
3195 254.54  -2.63  6.37
3196 248.41   1.44  6.65
3197 130.95  29.89  6.32
3198 208.24  24.08  6.23
3199 252.72  -1.34  6.20
3200 161.31  33.58  5.85
3201 213.03  22.16  6.07
3202 234.57  10.61  5.54
3203 263.92  -8.45  5.70
3204 260.07  -5.96  5.21
3205 258.84  -5.13  6.26
3206 262.81  -7.70  4.27
3207 262.80  -7.69  1.78
3208 205.30  25.53  5.63
3209 205.30  25.53  6.02
3210 205.30  25.53  6.20
3211 233.89  11.19  4.72
3212 229.40  13.91  5.36
3213 263.33  -7.98  5.23
3214 209.01  24.14  6.54
3215 192.58  29.71  5.64
3216 138.47  31.61  5.54
3217 277.20 -16.24  6.28
3218 270.38 -12.26  5.66
3219 254.47  -2.02  6.44
3220 274.97 -14.95  4.76
3221 156.59  33.69  6.45
3222 206.54  25.27  6.01
3223 281.62 -18.56  4.35
3224 199.70  27.82  6.56
3225 256.45  -3.24  4.45
3226 259.29  -5.06  4.75
3227 263.91  -8.05  5.82
3228 205.47  25.98  6.47
3229 236.63  10.11  4.99
3230 248.50   2.33  6.52
3231 210.19  24.19  6.38
3232 262.44  -6.96  5.76
3233 255.20  -2.07  6.43
3234 262.17  -6.68  6.03
3235 157.54  33.99  5.64
3236 142.29  32.46  5.98
3237 253.58  -0.84  4.78
3238 251.66   0.48  6.37
3239 250.52   1.35  6.06
3240 253.98  -1.00  5.08
3241 254.00  -1.01  6.11
3242 253.32  -0.49  5.78
3243 257.35  -3.21  4.44
3244 262.88  -6.92  5.13
3245 154.00  33.93  5.71
3246 164.09  34.22  6.27
3247 265.60  -8.65  5.51
3248 211.75  24.14  7.13
3249 214.25  23.05  3.52
3250 261.98  -6.17  5.83
3251 249.71   2.33  6.21
3252 214.68  23.13  6.29
3253 253.86  -0.43  6.16
3254 159.73  34.43  5.89
3255 241.80   7.83  6.60
3256 265.98  -8.55  6.44
3257 237.58  10.66  6.16
3258 164.78  34.55  6.49
3259 234.55  12.83  5.98
3260 276.80 -15.13  5.16
3261 249.20   3.22  6.45
3262 195.78  30.47  5.14
3263 156.20  34.52  6.41
3264 202.85  28.45  5.83
3265 232.52  14.30  6.32
3266 253.75   0.21  5.58
3267 255.33  -0.88  6.70
3268 199.33  29.59  5.98
3269 219.71  21.43  6.05
3270 254.78  -0.42  4.45
3271 224.31  19.20  6.18
3272 228.35  17.02  6.13
3273 253.18   0.90  6.43
3274 273.67 -12.91  6.42
3275 177.39  34.34  4.25
3276 243.61   7.63  6.13
3277 165.21  35.05  5.51
3278 225.10  19.11  6.50
3279 241.33   9.38  5.58
3280 279.39 -16.22  5.07
3281 239.29  10.87  5.75
3282 252.13   2.10  4.83
3283 254.95   0.14  5.20
3284 205.70  28.25  5.95
3285 229.41  17.06  6.15
3286 257.54  -1.64  6.16
3287 178.86  34.54  6.02
3288 230.69  16.44  5.96
3289 235.52  13.50  6.11
3290 213.68  25.32  6.08
3291 246.77   6.16  5.90
3292 187.20  33.45  6.06
3293 272.87 -11.91  5.97
3294 264.98  -6.50  4.82
3295 228.37  18.25  6.01
3296 256.65  -0.57  6.32
3297 227.50  18.74  5.61
3298 278.20 -15.19  6.12
3299 207.30  28.32  6.14
3300 268.05  -8.49  5.85
3301 284.83 -19.05  5.37
3302 284.82 -19.03  5.65
3303 148.07  34.30  5.88
3304 195.50  32.02  5.57
3305 222.19  21.83  5.73
3306 216.96  24.43  5.13
3307 274.29 -12.60  1.86
3308 244.38   8.36  5.68
3309 174.49  35.42  6.32
3310 196.61  31.82  6.32
3311 196.61  31.82  6.30
3312 199.28  31.08  7.02
3313 199.28  31.08  7.81
3314 227.78  18.89  3.90
3315 245.15   7.88  5.28
3316 242.67   9.62  6.01
3317 239.67  11.69  6.44
3318 289.86 -21.68  4.07
3319 211.95  26.79  5.50
3320 237.56  13.13  5.98
3321 227.96  19.02  5.59
3322 260.50  -2.89  5.98
3323 155.97  35.43  3.36
3324 235.59  14.59  5.54
3325 230.26  17.96  6.59
3326 260.10  -2.40  5.47
3327 257.62  -0.54  6.53
3328 257.62  -0.54  7.25
3329 199.88  31.38  6.10
3330 267.94  -7.93  5.17
3331 249.65   5.25  6.73
3332 145.61  34.14  6.31
3333 210.56  27.83  5.95
3334 286.66 -19.82  5.29
3335 242.80  10.16  6.56
3336 251.71   3.91  6.33
3337 226.88  20.20  6.39
3338 232.55  16.91  6.43
3339 247.24   7.22  6.62
3340 290.46 -21.84  4.35
3341 268.92  -8.43  6.05
3342 233.45  16.53  6.00
3343 254.60   2.03  5.75
3344 244.80   9.10  6.51
3345 243.07  10.36  6.67
3346 278.92 -15.01  5.97
3347 280.26 -15.84  3.77
3348 184.80  35.11  6.18
3349 270.85  -9.55  6.53
3350 269.26  -8.44  5.09
3351 165.30  36.36  6.24
3352 139.27  32.95  6.31
3353 248.44   6.81  6.70
3354 150.52  35.21  5.47
3355 200.19  31.98  5.75
3356 262.08  -3.08  5.79
3357 206.77  29.98  5.35
3358 265.14  -5.28  5.33
3359 262.57  -3.36  4.99
3360 183.95  35.54  5.90
3361 215.44  26.74  6.83
3362 252.51   4.18  5.65
3363 263.91  -4.26  5.99
3364 256.21   1.50  6.69
3365 185.89  35.37  6.24
3366 204.33  31.06  5.33
3367 242.27  11.65  5.42
3368 271.17  -9.40  6.36
3369 200.31  32.31  6.36
3370 283.86 -17.80  5.53
3371 262.71  -3.19  6.30
3372 215.27  27.02  6.46
3373 258.20   0.26  6.31
3374 238.56  14.41  6.38
3375 265.30  -4.96  6.39
3376 212.12  28.59  6.28
3377 185.96  35.64  5.78
3378 220.68  24.88  5.87
3379 140.44  33.48  6.15
3380 217.09  26.66  6.03
3381 246.67   9.05  6.19
3382 270.67  -8.72  6.34
3383 227.29  21.58  5.81
3384 252.29   4.98  6.38
3385 254.82   3.14  6.36
3386 269.75  -7.97  5.69
3387 205.51  31.34  6.58
3388 257.87   0.98  6.49
3389 258.29   0.74  5.96
3390 264.81  -4.11  6.24
3391 150.55  35.70  5.64
3392 222.85  24.30  6.33
3393 293.85 -23.26  5.69
3394 210.22  29.94  6.32
3395 219.12  26.20  5.99
3396 219.12  26.21  7.25
3397 253.37   4.61  6.43
3398 232.80  18.85  5.72
3399 257.39   1.61  6.30
3400 164.89  37.21  5.66
3401 156.74  36.63  6.48
3402 248.82   8.18  5.96
3403 151.36  35.96  4.60
3404 259.37   0.31  6.47
3405 165.48  37.34  6.42
3406 216.22  27.83  5.88
3407 267.33  -5.71  5.01
3408 165.75  37.39  5.91
3409 190.51  35.69  5.94
3410 220.26  26.18  4.16
3411 230.32  20.88  6.19
3412 216.42  28.01  6.53
3413 268.27  -6.18  5.80
3414 273.97 -10.38  4.86
3415 274.14 -10.52  5.26
3416 232.02  20.16  6.51
3417 287.03 -19.14  6.12
3418 222.71  25.31  4.44
3419 254.66   4.42  6.48
3420 248.66   8.96  5.27
3421 259.76   0.53  6.55
3422 174.42  37.76  5.37
3423 191.65  35.92  6.10
3424 218.16  27.62  6.45
3425 243.40  12.93  6.33
3426 262.05  -1.14  4.14
3427 205.51  32.54  6.39
3428 205.89  32.48  6.44
3429 206.06  32.45  6.30
3430 245.90  11.31  5.05
3431 237.40  17.34  4.98
3432 278.15 -12.99  5.47
3433 251.59   7.31  4.89
3434 257.18   3.00  6.13
3435 270.25  -7.09  6.47
3436 173.08  38.13  6.22
3437 234.54  19.43  6.63
3438 256.24   3.90  3.97
3439 260.19   0.91  5.20
3440 270.59  -7.22  5.48
3441 240.63  15.71  4.88
3442 270.33  -6.92  5.19
3443 276.18 -11.33  6.36
3444 264.12  -2.06  5.71
3445 265.28  -2.95  3.84
3446 237.26  18.06  6.45
3447 270.25  -6.80  3.62
3448 270.33  -6.86  5.61
3449 204.17  33.73  4.66
3450 213.80  30.46  5.64
3451 185.71  37.59  6.33
3452 265.87  -3.27  4.77
3453 267.13  -4.27  5.90
3454 223.25  26.32  4.30
3455 274.02  -9.53  6.34
3456 264.44  -2.01  5.23
3457 275.82 -10.86  4.33
3458 222.43  26.94  6.37
3459 233.29  20.97  4.62
3460 284.68 -17.12  5.20
3461 208.02  32.90  3.94
3462 266.60  -3.61  5.51
3463 257.10   3.97  6.42
3464 193.45  36.71  6.13
3465 216.71  29.71  5.66
3466 270.58  -6.67  5.52
3467 270.60  -6.66  4.86
3468 254.99   5.77  3.68
3469 221.23  27.79  6.13
3470 148.23  36.25  6.20
3471 272.73  -8.29  6.29
3472 229.28  23.78  6.41
3473 245.47  13.28  6.11
3474 195.87  36.54  6.57
3475 195.88  36.54  4.02
3476 268.11  -4.49  5.16
3477 262.54   0.05  4.07
3478 228.86  24.21  5.70
3479 258.28   3.53  5.76
3480 237.00  19.39  6.25
3481 214.84  31.06  5.87
3482 220.72  28.53  3.38
3483 249.05  10.91  6.10
3484 239.25  18.01  4.32
3485 272.08  -7.37  1.96
3486 228.89  24.55  5.29
3487 265.38  -1.84  3.91
3488 261.58   1.29  6.21
3489 275.33  -9.78  6.21
3490 256.54   5.41  6.37
3491 283.07 -15.53  6.32
3492 221.52  28.62  4.36
3493 233.32  22.26  6.09
3494 265.33  -1.69  5.46
3495 281.10 -14.09  6.05
3496 265.61  -1.73  5.75
3497 262.21   1.09  6.36
3498 273.90  -8.41  4.49
3499 190.53  38.30  6.25
3500 230.64  24.19  5.31
3501 262.83   0.70  6.43
3502 292.40 -21.65  5.47
3503 270.91  -5.84  6.30
3504 207.88  34.48  6.16
3505 153.83  37.93  5.73
3506 157.46  38.52  6.25
3507 246.06  14.25  6.47
3508 177.19  39.64  5.15
3509 175.13  39.71  5.99
3510 211.81  33.26  6.38
3511 179.43  39.62  5.99
3512 255.49   7.05  5.21
3513 252.90   9.15  5.87
3514 261.34   2.27  5.48
3516 252.27   9.73  6.17
3517 260.46   3.05  6.39
3518 251.57  10.33  4.01
3519 191.64  38.57  5.66
3520 265.22  -0.86  4.93
3521 196.87  37.66  6.23
3522 196.79  37.71  5.95
3523 234.39  22.64  5.54
3524 292.55 -21.63  6.05
3525 262.80   1.25  6.00
3526 222.55  29.26  6.33
3527 266.25  -1.54  5.10
3528 187.81  39.34  6.14
3529 239.88  19.41  6.13
3530 263.25   1.15  6.55
3531 150.48  37.60  5.58
3532 194.11  38.55  5.39
3533 255.62   7.64  6.50
3534 258.79   5.12  6.42
3535 260.50   3.75  5.82
3536 275.00  -8.43  5.59
3537 282.28 -14.18  5.35
3538 233.21  24.17  6.00
3539 267.89  -2.43  5.91
3540 197.50  38.26  5.22
3541 210.18  34.94  6.64
3542 270.80  -4.83  6.39
3543 293.02 -21.76  5.79
3544 287.05 -17.65  6.11
3545 174.71  40.52  5.74
3546 181.84  40.33  5.89
3547 222.34  30.20  3.11
3548 261.95   2.81  6.47
3549 274.35  -7.66  6.03
3550 216.45  32.85  5.41
3551 267.37  -1.74  5.33
3552 235.69  23.01  6.91
3553 235.69  23.01  6.67
3554 244.54  16.97  5.75
3555 191.30  39.55  5.45
3556 252.25  11.21  4.89
3557 224.24  29.65  6.14
3558 210.46  35.30  6.17
3559 249.22  13.69  6.39
3560 277.32  -9.92  5.78
3561 212.53  34.64  5.20
3562 265.64   0.05  6.26
3563 194.76  39.26  6.29
3564 243.46  18.15  5.96
3565 212.28  34.81  5.67
3566 187.63  40.29  6.51
3567 219.06  32.28  6.19
3568 275.75  -8.47  6.38
3569 171.51  40.84  3.14
3570 273.23  -6.35  5.71
3571 277.65  -9.98  3.84
3572 216.51  33.52  4.25
3573 227.14  28.65  6.59
3574 271.62  -4.79  4.69
3575 192.05  40.01  5.20
3576 146.63  37.23  4.76
3577 209.54  36.11  6.38
3578 243.30  18.91  5.86
3579 179.80  41.19  3.97
3580 185.33  40.90  6.44
3581 128.39  30.44  6.33
3582 276.70  -8.90  4.92
3583 268.62  -1.90  5.87
3584 246.01  17.22  6.18
3585 253.67  11.13  6.25
3586 182.56  41.29  6.36
3587 192.36  40.36  5.82
3588 267.71  -0.90  5.18
3589 197.94  39.58  6.07
3590 223.50  31.40  6.07
3591 263.33   3.18  4.45
3592 163.20  40.86  5.75
3593 264.82   1.96  6.07
3594 172.63  41.63  3.60
3595 202.31  38.90  5.45
3596 229.68  28.43  5.67
3597 252.26  12.83  6.20
3598 276.79  -8.57  5.16
3599 221.94  32.44  5.85
3600 263.95   2.96  5.55
3601 198.10  40.08  6.38
3602 262.19   4.69  6.27
3603 170.76  41.83  5.95
3604 278.35  -9.65  5.79
3605 271.75  -3.81  5.23
3606 192.36  41.12  6.46
3607 251.63  13.90  6.74
3608 156.59  40.15  6.45
3609 147.27  38.03  5.14
3610 284.45 -14.56  5.88
3611 272.91  -4.56  6.40
3612 184.33  42.15  4.56
3613 224.69  32.11  4.97
3614 268.20  -0.14  3.75
3615 282.71 -13.00  4.00
3616 146.87  38.11  4.80
3617 204.53  39.51  6.40
3618 228.52  30.51  6.17
3619 166.57  42.02  4.48
3620 192.28  41.80  6.50
3621 196.07  41.28  5.43
3622 276.31  -7.23  6.44
3623 218.99  35.06  5.24
3624 151.21  39.42  4.67
3625 190.53  42.16  5.93
3626 200.03  40.78  5.98
3627 205.86  39.65  5.14
3628 252.64  14.52  4.58
3629 274.93  -5.68  6.11
3630 238.29  25.34  5.60
3631 271.59  -2.52  6.73
3632 281.49 -11.49  6.37
3633 141.50  36.59  6.55
3634 265.94   2.82  2.21
3635 218.25  35.90  6.48
3636 241.70  23.21  5.77
3637 253.46  14.05  6.15
3638 246.74  19.51  5.73
3639 194.50  42.08  5.95
3640 206.01  39.86  6.01
3641 238.61  25.40  5.46
3642 286.19 -15.43  4.71
3643 287.83 -16.77  4.48
3644 256.42  11.88  5.59
3645 139.99  36.14  5.96
3646 250.88  16.66  6.53
3647 270.54  -1.02  6.48
3648 153.62  40.47  5.13
3649 225.15  33.59  6.35
3650 214.66  37.86  6.51
3651 226.86  32.86  6.14
3652 177.86  43.61  5.32
3653 248.37  19.15  5.73
3654 267.36   2.25  5.00
3655 237.55  26.95  6.11
3656 263.33   6.16  6.00
3657 207.20  40.36  6.48
3658 268.68   1.14  5.79
3659 277.69  -7.37  3.44
3660 159.52  41.98  5.27
3661 266.63   3.30  5.57
3662 163.08  42.66  4.83
3663 280.22  -9.61  3.97
3664 189.73  43.56  5.97
3665 228.77  32.53  3.88
3666 138.66  35.89  6.50
3667 263.09   6.85  6.31
3668 265.75   4.32  6.29
3669 215.07  38.49  5.34
3670 269.46   0.87  5.92
3672 267.21   3.14  5.85
3673 278.19  -7.49  5.54
3674 266.58   3.81  5.25
3675 245.00  22.77  6.35
3676 172.82  44.02  5.97
3677 262.55   7.76  5.86
3678 298.85 -24.81  5.42
3679 275.50  -4.72  5.27
3680 268.37   2.31  6.25
3681 237.54  28.25  5.24
3682 263.35   7.19  4.94
3683 239.73  26.85  5.47
3684 262.52   8.00  4.62
3685 285.98 -14.41  1.68
3686 188.81  44.28  5.75
3687 244.90  23.37  5.84
3688 268.00   2.87  6.04
3689 219.39  37.66  6.41
3690 186.81  44.47  3.82
3691 277.65  -6.57  6.02
3692 267.58   3.35  5.12
3693 277.09  -5.98  6.32
3694 264.14   6.80  5.33
3695 291.43 -18.99  6.14
3696 277.12  -5.89  4.34
3697 166.60  43.90  6.13
3698 159.29  42.77  5.47
3699 278.46  -7.01  2.25
3700 275.07  -3.63  6.33
3701 184.89  44.96  6.12
3702 242.49  25.86  6.62
3703 272.64  -1.18  5.26
3704 246.36  23.03  5.78
3705 190.24  44.73  3.13
3706 243.10  25.49  4.79
3707 192.33  44.64  6.16
3708 273.07  -1.47  5.87
3709 241.08  27.11  4.80
3710 260.66  10.88  6.39
3711 215.29  40.00  6.53
3712 285.44 -13.45  5.39
3713 284.25 -12.30  6.11
3714 246.41  23.42  6.33
3715 259.07  12.64  6.82
3716 263.30   8.57  6.05
3717 275.75  -3.92  6.28
3718 254.81  16.72  4.72
3719 137.18  35.80  6.29
3720 290.24 -17.59  5.29
3721 290.11 -17.49  5.86
3722 149.91  40.80  6.28
3723 203.02  43.64  6.41
3724 241.74  27.40  6.53
3725 166.00  44.47  6.31
3726 266.80   5.51  5.58
3727 187.21  45.57  6.67
3728 281.06  -8.85  4.81
3729 265.17   7.32  6.54
3730 269.60   2.86  5.75
3731 201.76  44.13  4.46
3732 276.21  -3.92  5.63
3733 257.26  15.04  4.69
3734 275.88  -3.54  2.50
3735 263.89   8.90  6.48
3736 214.32  41.41  6.29
3737 265.15   7.80  6.06
3738 237.84  30.73  5.59
3739 273.78  -1.01  6.08
3740 279.76  -7.16  6.30
3741 234.48  33.03  6.01
3742 280.78  -8.06  5.99
3743 174.22  46.07  5.41
3744 241.94  28.63  6.54
3745 257.78  15.63  6.10
3746 266.22   7.33  6.20
3747 160.10  44.12  6.45
3748 241.49  29.05  1.98
3749 252.94  20.14  4.69
3750 239.15  30.65  5.38
3751 130.65  32.65  4.29
3752 281.11  -8.16  5.77
3753 275.18  -1.94  5.11
3754 223.66  38.90  5.41
3755 224.64  38.50  5.71
3756 262.47  11.40  6.65
3757 150.64  41.74  3.67
3758 234.73  33.70  6.27
3759 236.23  32.86  4.60
3760 235.72  33.23  6.14
3761 283.34 -10.17  6.05
3762 237.72  32.08  6.26
3763 252.00  21.54  5.66
3764 191.56  46.65  5.85
3765 263.39  10.96  4.51
3766 265.13   9.21  6.19
3767 254.14  19.89  6.24
3768 139.93  37.74  5.72
3769 189.47  46.93  5.37
3770 256.64  17.66  5.48
3771 142.55  38.93  4.56
3772 247.99  25.19  5.85
3773 206.69  44.86  4.31
3774 137.63  36.68  6.46
3775 165.45  45.66  3.17
3776 281.62  -8.11  5.92
3777 288.22 -14.85  5.47
3778 168.59  46.19  6.76
3779 223.42  39.97  5.07
3780 260.70  14.07  7.00
3781 260.70  14.07  6.18
3782 221.56  40.68  4.97
3783 284.74 -11.30  5.91
3784 274.31  -0.20  5.45
3785 243.89  28.65  6.14
3786 266.78   7.91  3.60
3787 235.15  34.34  4.57
3788 243.78  28.82  6.13
3789 260.80  14.20  5.93
3790 263.56  11.45  5.87
3791 187.47  47.39  6.18
3792 199.29  46.46  6.53
3793 279.04  -5.15  5.88
3794 232.17  36.18  6.11
3795 295.18 -21.22  5.36
3796 251.46  23.00  5.74
3797 172.15  46.86  6.52
3798 258.55  16.62  6.46
3799 164.83  45.85  4.50
3800 187.61  47.53  4.55
3801 242.30  30.20  6.12
3802 246.70  27.00  5.94
3803 278.21  -4.11  3.13
3804 206.23  45.50  6.25
3805 241.15  31.07  6.24
3806 138.84  37.47  6.42
3807 267.13   7.99  5.35
3808 252.97  21.98  5.01
3809 182.83  47.71  4.81
3810 254.38  20.82  5.91
3811 182.32  47.76  6.76
3812 266.19   9.20  6.43
3813 284.97 -11.11  6.27
3814 240.18  32.09  5.56
3815 188.49  47.81  5.41
3816 282.27  -8.21  6.10
3817 273.03   2.04  5.12
3818 218.36  42.85  6.36
3819 274.60   0.42  5.01
3820 195.41  47.63  5.56
3821 289.55 -15.64  5.47
3822 252.17  23.43  6.31
3823 264.18  11.89  6.49
3824 145.15  40.59  5.94
3825 280.02  -5.43  4.08
3826 215.91  43.91  5.69
3827 227.52  39.73  5.00
3828 256.32  20.05  6.53
3829 181.86  48.31  5.25
3830 256.84  19.71  5.70
3831 273.18   2.52  6.17
3832 244.00  30.55  6.40
3833 261.91  14.81  5.63
3834 230.16  38.88  4.68
3835 264.72  12.00  5.98
3836 273.64   2.12  4.35
3837 276.03  -0.56  6.19
3838 142.76  39.82  5.69
3839 139.45  38.23  5.17
3840 276.56  -1.05  5.45
3841 284.08  -9.50  6.56
3842 269.65   6.84  5.50
3843 133.41  34.91  6.23
3844 267.32   9.58  6.70
3845 236.49  35.98  3.91
3846 245.37  30.18  6.31
3847 132.39  34.35  6.17
3848 245.65  30.16  6.37
3849 248.71  27.81  5.06
3850 195.43  48.68  5.89
3851 182.53  49.03  5.62
3852 224.60  42.06  3.52
3853 203.37  47.78  6.24
3854 169.53  47.95  6.39
3855 161.12  46.36  6.47
3856 281.89  -6.57  4.52
3857 189.66  49.21  6.14
3858 256.29  21.60  4.77
3859 147.47  42.17  6.17
3860 295.57 -21.04  5.11
3861 197.47  48.93  5.64
3862 256.70  21.53  4.94
3863 279.79  -3.95  5.32
3864 279.35  -3.38  5.80
3865 148.96  42.93  6.34
3866 219.89  44.44  5.35
3867 265.10  13.16  6.41
3868 278.08  -1.77  6.00
3869 213.60  46.44  6.50
3870 157.15  45.82  5.20
3871 259.89  19.06  4.79
3872 275.67   1.41  6.15
3873 206.82  48.21  2.98
3874 268.11  10.32  6.82
3875 277.43  -0.59  5.56
3876 229.14  41.59  5.79
3877 223.07  44.08  5.63
3878 261.83  17.45  6.45
3879 234.63  38.99  5.65
3880 223.53  44.20  6.45
3881 172.78  49.43  5.09
3882 223.72  44.16  6.02
3883 279.78  -2.92  6.46
3884 283.20  -7.00  3.69
3885 146.34  42.38  6.31
3886 271.85   6.67  5.55
3887 280.84  -4.12  6.22
3888 154.31  45.58  3.80
3889 210.95  48.37  6.09
3890 285.04  -8.82  3.01
3891 285.04  -8.82  6.26
3892 267.30  12.79  5.97
3893 232.58  41.26  6.24
3894 160.87  47.70  4.59
3895 279.60  -2.06  6.06
3896 222.18  45.65  6.46
3897 266.74  13.54  6.37
3898 272.95   6.31  5.08
3899 241.68  36.39  6.01
3900 206.42  49.69  5.32
3901 243.56  35.19  6.42
3902 292.94 -17.65  5.45
3903 251.23  29.44  4.12
3904 273.82   5.46  5.73
3905 204.05  50.25  3.88
3906 234.98  40.57  6.02
3907 237.51  39.20  6.35
3908 252.72  28.36  6.08
3909 245.57  34.17  5.05
3910 273.43   6.10  5.62
3911 151.35  45.07  6.27
3912 273.70   5.87  4.58
3913 281.77  -4.18  5.79
3914 283.86  -6.77  5.57
3915 231.32  42.80  5.95
3916 261.10  20.70  6.30
3917 166.65  49.63  5.27
3918 137.93  38.80  5.83
3919 260.31  21.92  4.88
3920 279.41  -0.87  6.48
3921 257.84  24.51  6.24
3922 155.90  47.02  5.93
3923 255.24  27.09  4.94
3924 276.87   2.51  5.93
3925 273.25   7.14  5.71
3926 228.26  44.90  5.85
3927 276.43   3.32  5.72
3928 180.07  51.89  5.14
3929 173.16  51.16  6.30
3930 270.68  10.82  6.41
3931 261.22  21.85  6.28
3932 265.93  16.61  5.84
3933 261.90  21.17  6.32
3934 127.59  31.66  6.37
3935 277.30   2.61  6.37
3936 201.68  51.82  6.30
3937 224.10  46.95  5.26
3938 229.31  44.95  6.04
3939 156.48  47.60  5.48
3940 279.35   0.11  3.54
3941 278.20   1.66  6.12
3942 198.70  52.34  5.73
3943 275.67   5.04  6.05
3944 289.82 -13.13  6.35
3945 235.37  42.64  6.70
3946 259.77  24.14  6.21
3947 267.94  15.00  5.23
3948 285.51  -7.68  6.58
3949 288.40 -11.31  6.20
3950 230.01  45.26  4.70
3951 195.01  52.86  5.36
3952 211.17  51.48  5.66
3953 281.21  -1.46  6.52
3954 160.03  49.46  5.74
3955 279.18   1.49  6.20
3956 265.09  19.64  6.54
3957 281.60  -1.67  6.20
3958 162.14  50.15  6.14
3959 249.14  35.24  6.12
3960 283.45  -4.12  5.94
3961 236.44  43.45  6.45
3962 261.61  23.80  6.70
3963 256.32  29.24  5.86
3964 275.34   7.03  6.12
3965 261.00  24.68  5.70
3966 283.41  -3.86  6.19
3967 284.58  -5.45  6.42
3968 271.42  12.46  6.43
3969 220.74  49.99  6.37
3970 252.46  33.06  4.60
3971 284.49  -5.18  6.14
3972 269.30  15.41  6.27
3973 234.17  45.35  6.21
3974 189.47  54.26  4.48
3975 219.53  50.75  3.52
3976 276.17   6.73  5.08
3977 256.19  30.45  5.60
3978 279.02   2.84  6.52
3979 195.72  54.37  6.24
3980 228.95  47.89  4.37
3981 241.11  42.07  4.49
3982 226.43  48.94  1.35
3983 297.28 -21.29  5.52
3984 270.36  14.99  6.36
3985 251.36  35.23  6.53
3986 255.27  31.80  6.27
3987 180.10  54.43  6.32
3988 252.65  34.57  6.24
3989 249.45  37.19  5.91
3990 279.15   3.40  4.86
3991 253.29  34.08  5.31
3992 269.69  16.36  6.13
3993 185.68  54.90  5.85
3994 253.01  34.50  3.61
3995 287.29  -8.02  5.28
3996 249.63  37.33  5.65
3997 296.93 -20.72  6.60
3998 225.08  50.28  6.44
3999 284.85  -4.51  5.60
4000 248.70  38.16  6.25
4001 273.45  11.77  5.98
4002 289.05 -10.29  5.81
4003 265.45  22.43  6.28
4004 236.56  46.03  5.77
4005 258.87  29.82  6.44
4006 203.65  55.08  6.04
4007 283.50  -2.12  6.40
4008 150.91  47.77  6.25
4009 283.08  -1.48  5.72
4010 279.79   3.41  6.16
4011 264.63  23.84  6.25
4012 213.71  53.85  6.02
4013 268.58  19.10  6.38
4014 196.10  55.82  6.46
4015 273.12  13.23  5.90
4016 136.52  39.75  6.40
4017 279.38   4.27  5.28
4018 284.27  -2.92  6.10
4019 273.13  13.28  6.35
4020 279.69   3.84  5.78
4021 138.45  41.12  6.66
4022 285.30  -4.33  6.41
4023 274.33  11.88  3.85
4024 199.96  55.90  5.35
4025 288.01  -8.19  5.16
4026 144.61  45.02  5.82
4027 201.09  55.88  6.49
4028 219.37  53.09  6.55
4029 271.08  16.52  6.19
4030 210.07  54.94  5.97
4031 210.23  54.95  3.44
4032 206.90  55.40  5.84
4033 175.87  55.09  3.45
4034 253.23  36.27  6.08
4035 225.42  51.54  5.41
4036 275.02  11.15  5.60
